Customer ID,Date,Type,Utilization %,Credit Limit
CUST-00A5A17E,2026-04-28,Purchase,13.2,4900
CUST-00A5A17E,2026-05-12,Payment,10.0,4900
CUST-00A5A17E,2026-05-27,Limit Increase,10.0,6400
CUST-00A5A17E,2026-05-29,Purchase,10.0,6400
CUST-00A5A17E,2026-06-09,Payment,10.0,6400
CUST-00A5A17E,2026-07-01,Purchase,11.1,6400
CUST-00A5A17E,2026-07-10,Payment,10.0,6400
CUST-00AF617D,2025-06-14,Account Opened,22.6,6800
CUST-00AF617D,2025-07-20,Purchase,22.7,6800
CUST-00AF617D,2025-07-30,Payment,11.2,6800
CUST-00AF617D,2025-08-20,Purchase,15.2,6800
CUST-00AF617D,2025-09-04,Payment,10.0,6800
CUST-00AF617D,2025-09-15,Purchase,10.9,6800
CUST-00AF617D,2025-10-01,Payment,10.0,6800
CUST-00AF617D,2025-10-13,Purchase,26.7,6800
CUST-00AF617D,2025-11-04,Payment,10.0,6800
CUST-00AF617D,2025-11-15,Purchase,23.9,6800
CUST-00AF617D,2025-11-28,Payment,11.0,6800
CUST-00AF617D,2025-12-13,Purchase,18.5,6800
CUST-00AF617D,2025-12-23,Payment,10.0,6800
CUST-00AF617D,2026-01-14,Purchase,10.0,6800
CUST-00AF617D,2026-01-28,Payment,10.0,6800
CUST-00AF617D,2026-02-11,Purchase,12.0,6800
CUST-00AF617D,2026-02-28,Payment,10.0,6800
CUST-00AF617D,2026-03-18,Purchase,24.2,6800
CUST-00AF617D,2026-03-31,Payment,10.0,6800
CUST-00AF617D,2026-04-10,Purchase,98.0,6800
CUST-00AF617D,2026-04-11,Purchase,66.0,6800
CUST-00AF617D,2026-04-13,Purchase,42.6,6800
CUST-00AF617D,2026-04-14,Purchase,64.2,6800
CUST-00AF617D,2026-04-16,Purchase,10.0,6800
CUST-00AF617D,2026-04-22,Payment,10.0,6800
CUST-00AF617D,2026-05-17,Purchase,10.0,6800
CUST-00AF617D,2026-05-23,Payment,10.0,6800
CUST-00AF617D,2026-06-14,Purchase,17.6,6800
CUST-00AF617D,2026-06-26,Payment,10.0,6800
CUST-00B61873,2025-11-06,Account Opened,37.0,1100
CUST-00B61873,2025-12-06,Limit Increase,37.0,3800
CUST-00B61873,2025-12-08,Purchase,39.6,3800
CUST-00B61873,2025-12-25,Payment,18.0,3800
CUST-00B61873,2026-01-10,Purchase,10.0,3800
CUST-00B61873,2026-01-23,Payment,10.0,3800
CUST-00B61873,2026-02-04,Limit Increase,10.0,4500
CUST-00B61873,2026-02-06,Purchase,10.0,4500
CUST-00B61873,2026-02-25,Payment,10.0,4500
CUST-00B61873,2026-03-09,Purchase,10.0,4500
CUST-00B61873,2026-03-21,Payment,10.0,4500
CUST-00B61873,2026-04-08,Purchase,14.0,4500
CUST-00B61873,2026-04-19,Payment,10.0,4500
CUST-00B61873,2026-05-09,Purchase,10.7,4500
CUST-00B61873,2026-05-26,Payment,10.0,4500
CUST-00B61873,2026-06-08,Purchase,13.5,4500
CUST-00B61873,2026-06-17,Payment,10.0,4500
CUST-00D244A9,2025-10-24,Account Opened,26.4,6000
CUST-00D244A9,2025-11-23,Limit Increase,26.4,8300
CUST-00D244A9,2025-11-24,Purchase,27.6,8300
CUST-00D244A9,2025-12-15,Payment,10.0,8300
CUST-00D244A9,2025-12-26,Purchase,10.0,8300
CUST-00D244A9,2026-01-10,Payment,10.0,8300
CUST-00D244A9,2026-01-25,Purchase,25.4,8300
CUST-00D244A9,2026-02-08,Payment,10.0,8300
CUST-00D244A9,2026-02-27,Purchase,21.4,8300
CUST-00D244A9,2026-03-10,Payment,10.0,8300
CUST-00D244A9,2026-03-23,Limit Increase,10.0,11000
CUST-00D244A9,2026-03-29,Purchase,10.0,11000
CUST-00D244A9,2026-04-12,Payment,10.0,11000
CUST-00D244A9,2026-04-22,Limit Increase,10.0,12800
CUST-00D244A9,2026-04-26,Purchase,10.0,12800
CUST-00D244A9,2026-05-10,Payment,10.0,12800
CUST-00D244A9,2026-05-23,Purchase,10.0,12800
CUST-00D244A9,2026-06-06,Payment,10.0,12800
CUST-00D244A9,2026-06-22,Purchase,11.5,12800
CUST-00D244A9,2026-07-03,Payment,10.0,12800
CUST-00F9CC54,2025-09-16,Account Opened,24.9,4500
CUST-00F9CC54,2025-10-16,Limit Increase,24.9,6300
CUST-00F9CC54,2025-10-20,Purchase,28.7,6300
CUST-00F9CC54,2025-11-05,Payment,17.4,6300
CUST-00F9CC54,2025-11-15,Limit Increase,17.4,8000
CUST-00F9CC54,2025-11-19,Purchase,10.0,8000
CUST-00F9CC54,2025-11-29,Payment,10.0,8000
CUST-00F9CC54,2025-12-17,Purchase,14.2,8000
CUST-00F9CC54,2026-01-05,Payment,10.0,8000
CUST-00F9CC54,2026-01-16,Purchase,19.4,8000
CUST-00F9CC54,2026-02-02,Payment,10.0,8000
CUST-00F9CC54,2026-02-16,Purchase,11.2,8000
CUST-00F9CC54,2026-03-05,Payment,10.0,8000
CUST-00F9CC54,2026-03-16,Purchase,10.0,8000
CUST-00F9CC54,2026-04-07,Payment,10.0,8000
CUST-00F9CC54,2026-04-15,Purchase,10.0,8000
CUST-00F9CC54,2026-05-04,Payment,10.0,8000
CUST-00F9CC54,2026-05-14,Purchase,59.1,10200
CUST-00F9CC54,2026-05-15,Purchase,16.6,8000
CUST-00F9CC54,2026-05-27,Payment,10.0,8000
CUST-00F9CC54,2026-06-13,Limit Increase,10.0,10200
CUST-00F9CC54,2026-06-19,Purchase,11.0,10200
CUST-00F9CC54,2026-07-05,Payment,10.0,10200
CUST-01EA7FE2,2026-06-08,Account Opened,19.4,6500
CUST-01EC9537,2025-05-02,Account Opened,38.2,3200
CUST-01EC9537,2025-06-05,Purchase,41.7,3200
CUST-01EC9537,2025-06-16,Payment,23.8,3200
CUST-01EC9537,2025-07-04,Purchase,21.0,3200
CUST-01EC9537,2025-07-24,Payment,10.0,3200
CUST-01EC9537,2025-08-03,Purchase,24.2,3200
CUST-01EC9537,2025-08-14,Payment,14.1,3200
CUST-01EC9537,2025-08-30,Limit Increase,14.1,5100
CUST-01EC9537,2025-09-02,Purchase,10.0,5100
CUST-01EC9537,2025-09-11,Payment,10.0,5100
CUST-01EC9537,2025-10-01,Purchase,22.7,5100
CUST-01EC9537,2025-10-11,Payment,10.0,5100
CUST-01EC9537,2025-11-02,Purchase,10.0,5100
CUST-01EC9537,2025-11-18,Payment,10.0,5100
CUST-01EC9537,2025-11-30,Purchase,18.6,5100
CUST-01EC9537,2025-12-10,Payment,10.0,5100
CUST-01EC9537,2026-01-02,Purchase,30.2,5100
CUST-01EC9537,2026-01-15,Payment,10.0,5100
CUST-01EC9537,2026-02-03,Purchase,12.2,5100
CUST-01EC9537,2026-02-09,Payment,10.0,5100
CUST-01EC9537,2026-02-26,Limit Increase,10.0,7300
CUST-01EC9537,2026-03-04,Purchase,11.5,7300
CUST-01EC9537,2026-03-13,Payment,10.0,7300
CUST-01EC9537,2026-04-04,Purchase,21.2,7300
CUST-01EC9537,2026-04-11,Payment,10.0,7300
CUST-01EC9537,2026-04-29,Purchase,10.0,7300
CUST-01EC9537,2026-05-09,Payment,10.0,7300
CUST-01EC9537,2026-06-01,Purchase,11.5,7300
CUST-01EC9537,2026-06-14,Payment,10.0,7300
CUST-01EC9537,2026-06-28,Purchase,19.3,7300
CUST-01EC9537,2026-07-18,Payment,10.0,7300
CUST-01F48C0B,2026-02-22,Account Opened,20.4,7900
CUST-01F48C0B,2026-03-30,Purchase,22.1,7900
CUST-01F48C0B,2026-04-06,Payment,11.6,7900
CUST-01F48C0B,2026-04-28,Purchase,10.0,7900
CUST-01F48C0B,2026-05-06,Payment,10.0,7900
CUST-01F48C0B,2026-05-26,Purchase,11.4,7900
CUST-01F48C0B,2026-06-15,Payment,10.0,7900
CUST-01F48C0B,2026-06-27,Purchase,12.3,7900
CUST-01F48C0B,2026-07-08,Payment,10.0,7900
CUST-01FD00C9,2025-09-02,Account Opened,21.5,4800
CUST-01FD00C9,2025-10-03,Purchase,32.2,4800
CUST-01FD00C9,2025-10-24,Payment,11.2,4800
CUST-01FD00C9,2025-11-01,Limit Increase,11.2,5300
CUST-01FD00C9,2025-11-08,Purchase,10.0,5300
CUST-01FD00C9,2025-11-16,Payment,10.0,5300
CUST-01FD00C9,2025-12-01,Limit Increase,10.0,7500
CUST-01FD00C9,2025-12-02,Purchase,28.7,7500
CUST-01FD00C9,2025-12-13,Payment,10.0,7500
CUST-01FD00C9,2026-01-03,Purchase,11.5,7500
CUST-01FD00C9,2026-01-20,Payment,10.0,7500
CUST-01FD00C9,2026-01-30,Limit Increase,10.0,10000
CUST-01FD00C9,2026-02-05,Purchase,10.0,10000
CUST-01FD00C9,2026-02-14,Payment,10.0,10000
CUST-01FD00C9,2026-03-08,Purchase,29.3,10000
CUST-01FD00C9,2026-03-15,Payment,20.2,10000
CUST-01FD00C9,2026-04-04,Purchase,16.7,10000
CUST-01FD00C9,2026-04-21,Payment,10.0,10000
CUST-01FD00C9,2026-05-06,Purchase,10.0,10000
CUST-01FD00C9,2026-05-15,Payment,10.0,10000
CUST-01FD00C9,2026-05-31,Purchase,10.0,10000
CUST-01FD00C9,2026-06-18,Payment,10.0,10000
CUST-01FD00C9,2026-07-01,Purchase,18.9,10000
CUST-01FD00C9,2026-07-13,Payment,10.0,10000
CUST-02541B38,2025-05-24,Account Opened,17.6,2000
CUST-02541B38,2025-06-24,Purchase,15.5,2000
CUST-02541B38,2025-07-05,Payment,10.0,2000
CUST-02541B38,2025-07-27,Purchase,11.2,2000
CUST-02541B38,2025-08-05,Payment,10.0,2000
CUST-02541B38,2025-08-24,Purchase,10.0,2000
CUST-02541B38,2025-09-08,Payment,10.0,2000
CUST-02541B38,2025-09-26,Purchase,12.2,2000
CUST-02541B38,2025-10-03,Payment,10.0,2000
CUST-02541B38,2025-10-24,Purchase,10.0,2000
CUST-02541B38,2025-11-08,Payment,10.0,2000
CUST-02541B38,2025-11-25,Purchase,21.5,2000
CUST-02541B38,2025-12-09,Payment,10.0,2000
CUST-02541B38,2025-12-25,Purchase,10.0,2000
CUST-02541B38,2026-01-09,Payment,10.0,2000
CUST-02541B38,2026-01-26,Purchase,10.0,2000
CUST-02541B38,2026-02-07,Payment,10.0,2000
CUST-02541B38,2026-02-20,Purchase,10.0,2000
CUST-02541B38,2026-03-09,Payment,10.0,2000
CUST-02541B38,2026-03-24,Purchase,18.2,2000
CUST-02541B38,2026-04-12,Payment,10.0,2000
CUST-02541B38,2026-04-20,Purchase,10.6,2000
CUST-02541B38,2026-05-11,Payment,10.0,2000
CUST-02541B38,2026-05-22,Purchase,10.0,2000
CUST-02541B38,2026-06-04,Payment,10.0,2000
CUST-02541B38,2026-06-22,Purchase,10.0,2000
CUST-02541B38,2026-07-08,Payment,10.0,2000
CUST-028319EF,2025-05-11,Account Opened,44.6,1600
CUST-028319EF,2025-06-16,Purchase,50.0,1600
CUST-028319EF,2025-06-30,Payment,35.9,1600
CUST-028319EF,2025-07-13,Purchase,26.1,1600
CUST-028319EF,2025-07-23,Payment,17.2,1600
CUST-028319EF,2025-08-13,Purchase,27.3,1600
CUST-028319EF,2025-08-25,Payment,10.0,1600
CUST-028319EF,2025-09-11,Purchase,11.1,1600
CUST-028319EF,2025-10-01,Payment,10.0,1600
CUST-028319EF,2025-10-14,Purchase,14.5,1600
CUST-028319EF,2025-10-29,Payment,10.0,1600
CUST-028319EF,2025-11-13,Purchase,10.0,1600
CUST-028319EF,2025-11-27,Payment,10.0,1600
CUST-028319EF,2025-12-12,Purchase,18.6,1600
CUST-028319EF,2025-12-28,Payment,10.0,1600
CUST-028319EF,2026-01-07,Purchase,10.0,1600
CUST-028319EF,2026-01-20,Payment,10.0,1600
CUST-028319EF,2026-02-06,Purchase,10.0,1600
CUST-028319EF,2026-02-27,Payment,10.0,1600
CUST-028319EF,2026-03-12,Purchase,20.0,1600
CUST-028319EF,2026-03-28,Payment,10.6,1600
CUST-028319EF,2026-04-13,Purchase,19.3,1600
CUST-028319EF,2026-04-24,Payment,10.0,1600
CUST-028319EF,2026-05-08,Purchase,10.0,1600
CUST-028319EF,2026-05-26,Payment,10.0,1600
CUST-028319EF,2026-06-11,Purchase,21.5,1600
CUST-028319EF,2026-06-19,Payment,10.0,1600
CUST-028CAB07,2025-07-29,Account Opened,24.9,4900
CUST-028CAB07,2025-09-03,Purchase,20.6,4900
CUST-028CAB07,2025-09-14,Payment,10.0,4900
CUST-028CAB07,2025-10-03,Purchase,10.0,4900
CUST-028CAB07,2025-10-09,Payment,10.0,4900
CUST-028CAB07,2025-11-03,Purchase,11.7,4900
CUST-028CAB07,2025-11-15,Payment,10.0,4900
CUST-028CAB07,2025-11-26,Limit Increase,10.0,6700
CUST-028CAB07,2025-12-01,Purchase,10.0,6700
CUST-028CAB07,2025-12-12,Payment,10.0,6700
CUST-028CAB07,2025-12-27,Purchase,18.8,6700
CUST-028CAB07,2026-01-16,Payment,10.6,6700
CUST-028CAB07,2026-01-29,Purchase,13.4,6700
CUST-028CAB07,2026-02-17,Payment,10.0,6700
CUST-028CAB07,2026-03-01,Purchase,10.0,6700
CUST-028CAB07,2026-03-17,Payment,10.0,6700
CUST-028CAB07,2026-04-02,Purchase,10.0,6700
CUST-028CAB07,2026-04-16,Payment,10.0,6700
CUST-028CAB07,2026-05-02,Purchase,10.0,6700
CUST-028CAB07,2026-05-08,Payment,10.0,6700
CUST-028CAB07,2026-05-26,Purchase,10.0,6700
CUST-028CAB07,2026-06-06,Payment,10.0,6700
CUST-028CAB07,2026-06-24,Limit Increase,10.0,7500
CUST-028CAB07,2026-06-25,Purchase,10.0,7500
CUST-028CAB07,2026-07-08,Payment,10.0,7500
CUST-02D9DFBB,2025-12-09,Account Opened,47.1,5200
CUST-02D9DFBB,2026-01-12,Purchase,33.2,5200
CUST-02D9DFBB,2026-01-31,Payment,22.3,5200
CUST-02D9DFBB,2026-02-12,Purchase,10.0,5200
CUST-02D9DFBB,2026-03-01,Payment,10.0,5200
CUST-02D9DFBB,2026-03-12,Purchase,24.8,5200
CUST-02D9DFBB,2026-03-31,Payment,16.0,5200
CUST-02D9DFBB,2026-04-12,Purchase,19.7,5200
CUST-02D9DFBB,2026-04-27,Payment,10.0,5200
CUST-02D9DFBB,2026-05-10,Purchase,12.2,5200
CUST-02D9DFBB,2026-05-29,Payment,10.0,5200
CUST-02D9DFBB,2026-06-10,Purchase,22.2,5200
CUST-02D9DFBB,2026-06-21,Payment,10.0,5200
CUST-0306520E,2025-11-04,Account Opened,20.0,2200
CUST-0306520E,2025-12-11,Purchase,11.7,2200
CUST-0306520E,2025-12-25,Payment,10.0,2200
CUST-0306520E,2026-01-06,Purchase,10.0,2200
CUST-0306520E,2026-01-23,Payment,10.0,2200
CUST-0306520E,2026-02-05,Purchase,11.0,2200
CUST-0306520E,2026-02-19,Payment,10.0,2200
CUST-0306520E,2026-03-11,Purchase,11.8,2200
CUST-0306520E,2026-03-16,Payment,10.0,2200
CUST-0306520E,2026-04-07,Purchase,10.0,2200
CUST-0306520E,2026-04-19,Payment,10.0,2200
CUST-0306520E,2026-05-03,Purchase,96.9,4000
CUST-0306520E,2026-05-04,Purchase,23.4,2200
CUST-0306520E,2026-05-06,Purchase,79.1,4000
CUST-0306520E,2026-05-07,Purchase,86.0,4000
CUST-0306520E,2026-05-09,Purchase,55.4,4000
CUST-0306520E,2026-05-24,Payment,10.0,2200
CUST-0306520E,2026-06-02,Limit Increase,10.0,4000
CUST-0306520E,2026-06-03,Purchase,10.0,4000
CUST-0306520E,2026-06-19,Payment,10.0,4000
CUST-03837DD9,2025-03-19,Account Opened,40.7,900
CUST-03837DD9,2025-04-24,Purchase,38.5,900
CUST-03837DD9,2025-05-07,Payment,14.9,900
CUST-03837DD9,2025-05-21,Purchase,10.9,900
CUST-03837DD9,2025-06-02,Payment,10.0,900
CUST-03837DD9,2025-06-17,Limit Increase,10.0,2400
CUST-03837DD9,2025-06-19,Purchase,10.0,2400
CUST-03837DD9,2025-07-02,Payment,10.0,2400
CUST-03837DD9,2025-07-24,Purchase,12.8,2400
CUST-03837DD9,2025-08-08,Payment,10.0,2400
CUST-03837DD9,2025-08-18,Purchase,10.0,2400
CUST-03837DD9,2025-08-30,Payment,10.0,2400
CUST-03837DD9,2025-09-21,Purchase,10.0,2400
CUST-03837DD9,2025-10-02,Payment,10.0,2400
CUST-03837DD9,2025-10-19,Purchase,10.0,2400
CUST-03837DD9,2025-10-28,Payment,10.0,2400
CUST-03837DD9,2025-11-21,Purchase,12.6,2400
CUST-03837DD9,2025-11-26,Payment,10.0,2400
CUST-03837DD9,2025-12-17,Purchase,10.0,2400
CUST-03837DD9,2025-12-29,Payment,10.0,2400
CUST-03837DD9,2026-01-16,Purchase,10.6,2400
CUST-03837DD9,2026-02-01,Payment,10.0,2400
CUST-03837DD9,2026-02-14,Purchase,10.0,2400
CUST-03837DD9,2026-03-05,Payment,10.0,2400
CUST-03837DD9,2026-03-21,Purchase,13.3,2400
CUST-03837DD9,2026-03-31,Payment,10.0,2400
CUST-03837DD9,2026-04-19,Purchase,13.5,2400
CUST-03837DD9,2026-05-06,Payment,10.0,2400
CUST-03837DD9,2026-05-19,Purchase,10.0,2400
CUST-03837DD9,2026-06-05,Payment,10.0,2400
CUST-03837DD9,2026-06-15,Purchase,10.0,2400
CUST-03837DD9,2026-07-05,Payment,10.0,2400
CUST-038D53B3,2026-04-21,Account Opened,29.5,1100
CUST-038D53B3,2026-05-21,Limit Increase,29.5,2200
CUST-038D53B3,2026-05-22,Purchase,37.7,2200
CUST-038D53B3,2026-06-11,Payment,15.3,2200
CUST-038D53B3,2026-06-27,Purchase,10.0,2200
CUST-038D53B3,2026-07-06,Payment,10.0,2200
CUST-03A1612F,2025-05-05,Account Opened,36.1,6500
CUST-03A1612F,2025-06-05,Purchase,46.6,6500
CUST-03A1612F,2025-06-16,Payment,22.1,6500
CUST-03A1612F,2025-07-06,Purchase,23.4,6500
CUST-03A1612F,2025-07-21,Payment,10.0,6500
CUST-03A1612F,2025-08-10,Purchase,10.0,6500
CUST-03A1612F,2025-08-25,Payment,10.0,6500
CUST-03A1612F,2025-09-02,Purchase,67.1,11300
CUST-03A1612F,2025-09-05,Purchase,49.1,11300
CUST-03A1612F,2025-09-09,Purchase,10.0,6500
CUST-03A1612F,2025-09-21,Payment,10.0,6500
CUST-03A1612F,2025-10-08,Purchase,15.2,6500
CUST-03A1612F,2025-10-14,Payment,10.0,6500
CUST-03A1612F,2025-11-04,Purchase,10.0,6500
CUST-03A1612F,2025-11-19,Payment,10.0,6500
CUST-03A1612F,2025-12-08,Purchase,22.3,6500
CUST-03A1612F,2025-12-23,Payment,10.0,6500
CUST-03A1612F,2026-01-04,Purchase,17.5,6500
CUST-03A1612F,2026-01-15,Payment,10.0,6500
CUST-03A1612F,2026-02-05,Purchase,10.0,6500
CUST-03A1612F,2026-02-20,Payment,10.0,6500
CUST-03A1612F,2026-03-01,Limit Increase,10.0,7400
CUST-03A1612F,2026-03-05,Purchase,10.0,7400
CUST-03A1612F,2026-03-19,Payment,10.0,7400
CUST-03A1612F,2026-03-31,Limit Increase,10.0,9400
CUST-03A1612F,2026-04-07,Purchase,10.0,9400
CUST-03A1612F,2026-04-22,Payment,10.0,9400
CUST-03A1612F,2026-05-04,Purchase,17.5,9400
CUST-03A1612F,2026-05-23,Payment,10.0,9400
CUST-03A1612F,2026-06-05,Purchase,13.7,9400
CUST-03A1612F,2026-06-16,Payment,10.0,9400
CUST-03A1612F,2026-06-29,Limit Increase,10.0,11300
CUST-03A1612F,2026-07-04,Purchase,10.0,11300
CUST-03A1612F,2026-07-15,Payment,10.0,11300
CUST-03A7731B,2026-05-18,Account Opened,22.5,1700
CUST-03A7731B,2026-06-19,Purchase,24.8,1700
CUST-03A7731B,2026-07-09,Payment,10.0,1700
CUST-03C3DAD7,2026-01-09,Account Opened,39.1,5500
CUST-03C3DAD7,2026-02-13,Purchase,50.0,5500
CUST-03C3DAD7,2026-02-26,Payment,36.1,5500
CUST-03C3DAD7,2026-03-10,Limit Increase,36.1,6300
CUST-03C3DAD7,2026-03-16,Purchase,36.9,6300
CUST-03C3DAD7,2026-03-24,Payment,17.6,6300
CUST-03C3DAD7,2026-04-14,Purchase,15.8,6300
CUST-03C3DAD7,2026-05-01,Payment,10.0,6300
CUST-03C3DAD7,2026-05-10,Purchase,14.8,6300
CUST-03C3DAD7,2026-05-27,Payment,10.0,6300
CUST-03C3DAD7,2026-06-10,Purchase,10.0,6300
CUST-03C3DAD7,2026-06-25,Payment,10.0,6300
CUST-03D38580,2025-08-28,Account Opened,18.7,7800
CUST-03D38580,2025-09-30,Purchase,15.8,7800
CUST-03D38580,2025-10-09,Payment,10.0,7800
CUST-03D38580,2025-10-27,Purchase,51.5,7800
CUST-03D38580,2025-10-29,Purchase,73.2,7800
CUST-03D38580,2025-11-01,Purchase,11.3,7800
CUST-03D38580,2025-11-10,Payment,10.0,7800
CUST-03D38580,2025-11-29,Purchase,18.8,7800
CUST-03D38580,2025-12-18,Payment,10.0,7800
CUST-03D38580,2025-12-27,Purchase,24.3,7800
CUST-03D38580,2026-01-13,Payment,10.0,7800
CUST-03D38580,2026-01-30,Purchase,10.0,7800
CUST-03D38580,2026-02-07,Payment,10.0,7800
CUST-03D38580,2026-02-27,Purchase,10.5,7800
CUST-03D38580,2026-03-11,Payment,10.0,7800
CUST-03D38580,2026-03-31,Purchase,10.0,7800
CUST-03D38580,2026-04-10,Payment,10.0,7800
CUST-03D38580,2026-05-01,Purchase,15.5,7800
CUST-03D38580,2026-05-14,Payment,10.0,7800
CUST-03D38580,2026-05-26,Purchase,10.0,7800
CUST-03D38580,2026-06-17,Payment,10.0,7800
CUST-03D38580,2026-06-29,Purchase,10.0,7800
CUST-03D38580,2026-07-09,Payment,10.0,7800
CUST-03F4E6FC,2025-04-24,Account Opened,40.6,800
CUST-03F4E6FC,2025-05-30,Purchase,44.4,800
CUST-03F4E6FC,2025-06-06,Payment,30.8,800
CUST-03F4E6FC,2025-06-29,Purchase,25.1,800
CUST-03F4E6FC,2025-07-13,Payment,10.0,800
CUST-03F4E6FC,2025-07-27,Purchase,14.3,800
CUST-03F4E6FC,2025-08-08,Payment,10.0,800
CUST-03F4E6FC,2025-08-24,Purchase,10.0,800
CUST-03F4E6FC,2025-09-09,Payment,10.0,800
CUST-03F4E6FC,2025-09-24,Purchase,19.1,800
CUST-03F4E6FC,2025-10-06,Payment,10.0,800
CUST-03F4E6FC,2025-10-21,Limit Increase,10.0,3700
CUST-03F4E6FC,2025-10-26,Purchase,14.2,3700
CUST-03F4E6FC,2025-11-03,Payment,10.0,3700
CUST-03F4E6FC,2025-11-23,Purchase,10.0,3700
CUST-03F4E6FC,2025-12-12,Payment,10.0,3700
CUST-03F4E6FC,2025-12-23,Purchase,10.0,3700
CUST-03F4E6FC,2026-01-09,Payment,10.0,3700
CUST-03F4E6FC,2026-01-24,Purchase,10.0,3700
CUST-03F4E6FC,2026-02-05,Payment,10.0,3700
CUST-03F4E6FC,2026-02-20,Purchase,10.0,3700
CUST-03F4E6FC,2026-03-05,Payment,10.0,3700
CUST-03F4E6FC,2026-03-23,Purchase,12.3,3700
CUST-03F4E6FC,2026-04-10,Payment,10.0,3700
CUST-03F4E6FC,2026-04-24,Purchase,17.7,3700
CUST-03F4E6FC,2026-05-01,Payment,10.0,3700
CUST-03F4E6FC,2026-05-23,Purchase,20.1,3700
CUST-03F4E6FC,2026-06-11,Payment,10.0,3700
CUST-03F4E6FC,2026-06-23,Purchase,18.2,3700
CUST-03F4E6FC,2026-07-11,Payment,10.0,3700
CUST-03F75BDE,2026-05-08,Account Opened,14.1,4800
CUST-03F75BDE,2026-06-10,Purchase,10.0,4800
CUST-03F75BDE,2026-06-21,Payment,10.0,4800
