customer_id,total_event_count,purchase_count,payment_count,limit_increase_count,distinct_event_dates,event_span_days,events_per_30_days,max_events_single_day,max_events_7d,min_days_between_events,mean_days_between_events,mean_utilization_pct,max_utilization_pct,utilization_range,max_credit_limit
00571232-2fc5-33e4-b6f9-fb1585aed388,39,17,17,4,39,529,2.2117202268431,1,2,3,13.921052631578947,0.12917948717948713,0.298,0.19799999999999998,13800
005ed50c-d8fb-e113-e987-8db0f4194055,36,18,16,1,36,503,2.147117296222664,1,3,1,14.371428571428572,0.16099999999999998,0.801,0.7010000000000001,4400
0072e52e-657c-723c-2aa1-75503211276c,11,4,4,2,11,136,2.4264705882352944,1,2,1,13.6,0.26472727272727276,0.476,0.376,8400
00752313-c207-e330-0c58-0848e625b4e4,36,17,17,1,36,528,2.0454545454545454,1,2,2,15.085714285714285,0.1229722222222222,0.288,0.18799999999999997,5100
007b48d5-56c1-473f-90d9-66ac34d5f7f9,27,11,11,0,27,368,2.2010869565217392,1,2,2,14.153846153846153,0.2469259259259259,0.761,0.641,2900
00922246-25f1-1564-92c3-2a314a9c6226,16,7,7,1,16,226,2.1238938053097343,1,2,2,15.066666666666666,0.126625,0.219,0.119,9900
00966f22-2f5d-3968-1873-a6964389c8b2,28,14,11,2,27,351,2.393162393162393,2,4,0,13.0,0.19949999999999998,0.951,0.851,9000
009755fb-0018-d1fe-3ca8-350466955fd6,18,9,6,2,17,195,2.769230769230769,2,4,0,11.470588235294118,0.31227777777777777,0.968,0.868,10700
00990354-8b75-ee89-de15-bcb89aed747e,27,14,11,1,27,342,2.3684210526315788,1,4,1,13.153846153846153,0.18566666666666662,0.923,0.8230000000000001,6800
009ef8f3-65c7-0967-7ec0-7283433c489c,35,15,15,4,35,462,2.272727272727273,1,2,3,13.588235294117647,0.10525714285714287,0.161,0.061,11000
00b17ba7-27f1-780e-41d6-a59ae343ec90,35,16,16,2,35,494,2.125506072874494,1,2,1,14.529411764705882,0.12468571428571426,0.318,0.218,7000
00b329d8-efa7-3e2f-3261-f6f9e3dff6c6,32,12,12,3,32,390,2.4615384615384617,1,2,1,12.580645161290322,0.21750000000000003,0.843,0.723,11400
00b38086-969e-09c4-9a0f-56b96d1ab6ea,9,5,2,1,9,80,3.375,1,3,1,10.0,0.34944444444444445,0.877,0.777,3100
00b73065-909b-30c2-7eda-d18634ee1a6f,14,6,6,1,14,199,2.1105527638190953,1,2,4,15.307692307692308,0.11342857142857146,0.194,0.094,3700
00b91d87-1106-dd8f-7ab6-5789aa784a61,11,5,5,0,11,173,1.9075144508670518,1,1,10,17.3,0.20627272727272727,0.5,0.4,5400
00bcdbe9-905c-ec65-3e78-5541eb728567,12,5,5,1,12,173,2.0809248554913293,1,2,2,15.727272727272727,0.2584166666666667,0.5,0.4,6500
00cc93b1-ec01-8f7f-68d1-76fbfebeb385,37,17,17,2,37,531,2.0903954802259888,1,2,3,14.75,0.13975675675675672,0.366,0.266,9700
00d10cb5-6682-a019-65e0-e9f5bbe10bc9,6,3,2,0,6,73,2.4657534246575343,1,2,3,14.6,0.41900000000000004,0.619,0.33,1400
00da2fe5-a6ca-9501-7803-3572cc359f48,15,6,6,2,15,202,2.2277227722772275,1,2,1,14.428571428571429,0.1748,0.424,0.32399999999999995,6600
00dc85e3-af11-f786-42ea-3e5ad0f6b2b4,9,4,4,0,9,141,1.9148936170212765,1,2,6,17.625,0.21000000000000002,0.418,0.31799999999999995,4100
00e6511d-d83a-90f3-e58b-ecbfa55003f3,21,9,9,2,21,287,2.195121951219512,1,2,4,14.35,0.12933333333333336,0.361,0.261,6300
011d5172-065b-470a-5627-c9740efea733,13,6,4,2,13,132,2.9545454545454546,1,2,1,11.0,0.24953846153846154,0.935,0.8350000000000001,7800
01342a7a-33b8-76db-59c0-7c2f0842a98f,3,1,1,0,3,53,1.6981132075471699,1,1,17,26.5,0.15966666666666665,0.222,0.122,6800
0134e29b-0d24-e339-0964-8b91e205491a,10,4,4,1,10,140,2.142857142857143,1,2,4,15.555555555555555,0.15960000000000002,0.292,0.19199999999999998,7100
013ab0f2-0809-c466-2c64-f93ca9537ab8,5,0,0,0,5,42,3.571428571428571,1,3,2,10.5,0.5302,0.812,0.6080000000000001,1000
01439581-6d5c-0908-9ea9-6c7ff3d393aa,39,19,16,3,38,498,2.3493975903614457,2,5,0,13.105263157894736,0.17484615384615382,0.872,0.772,9200
0150ed5e-d880-d7c4-bfdf-1d4b45559feb,23,12,8,2,23,258,2.674418604651163,1,5,1,11.727272727272727,0.22526086956521732,0.917,0.8170000000000001,4200
01553e39-b534-ec6c-2d0e-ea4dc431f6c1,24,10,10,3,24,319,2.2570532915360504,1,2,1,13.869565217391305,0.12050000000000001,0.36,0.26,8400
0155bf1a-4ab6-ed9c-47a8-7ef271bba6b6,17,9,6,1,16,203,2.5123152709359604,2,5,0,12.6875,0.2213529411764706,0.642,0.542,4300
0156340a-79d9-26af-1b52-6e05f363c2bc,27,13,11,2,27,345,2.347826086956522,1,3,1,13.26923076923077,0.20066666666666663,0.903,0.803,10600
01570856-8cec-a6cd-9e60-7c43ae8d467a,28,11,11,5,28,345,2.434782608695652,1,2,2,12.777777777777779,0.1300357142857143,0.242,0.142,19500
015892ea-c3cc-97eb-f4ef-f04487a2a998,33,14,13,5,33,412,2.4029126213592233,1,2,1,12.875,0.13087878787878784,0.485,0.385,9000
015d3f8c-ea75-8393-29a5-555f9de2a3f6,29,13,13,2,29,404,2.153465346534653,1,2,1,14.428571428571429,0.1263103448275862,0.29,0.18999999999999997,6900
016ebde3-632c-e8dd-d8f4-31def323953d,39,16,16,6,39,493,2.3732251521298173,1,2,1,12.973684210526315,0.1146153846153846,0.229,0.129,18500
0171c4e2-5e10-a4b8-5b79-04382826f8a2,19,9,9,0,19,284,2.0070422535211265,1,1,7,15.777777777777779,0.1168421052631579,0.21,0.10999999999999999,2100
017dc6c1-6ce7-5c65-9420-ffebdfaed26c,28,14,11,2,28,343,2.4489795918367343,1,4,1,12.703703703703704,0.1991071428571428,0.941,0.841,7100
018f2677-85af-df4e-c5e3-05e59e1a5dc3,10,5,3,1,10,106,2.8301886792452833,1,3,1,11.777777777777779,0.22490000000000002,0.775,0.675,3200
0195ea7b-2c10-eb54-7769-cb62121ff825,14,6,6,1,14,192,2.1875,1,2,5,14.76923076923077,0.1323571428571429,0.265,0.165,2600
01984cf5-ba74-cc6f-05b4-dc9262af061a,6,2,2,1,6,81,2.2222222222222223,1,2,3,16.2,0.10383333333333333,0.123,0.022999999999999993,6800
019eb900-d747-ac39-af30-422fb5975b77,25,11,11,2,25,352,2.1306818181818183,1,2,1,14.666666666666666,0.14800000000000002,0.343,0.24300000000000002,11100
01b3c46f-6a2d-8372-a395-3567bc0b4acc,30,15,12,2,30,377,2.387267904509284,1,4,1,13.0,0.20703333333333326,0.879,0.779,8200
01b61ed1-1e07-7d59-d987-f30c637d1c04,36,18,15,2,36,462,2.3376623376623376,1,4,1,13.2,0.16663888888888886,0.752,0.652,8500
01b93a7e-05ae-762e-fb24-9de3d64f9b3c,6,3,2,0,6,79,2.278481012658228,1,2,6,15.8,0.4056666666666666,0.818,0.718,4300
01cba754-2521-8a2a-6c8f-3517d04bc7ec,23,10,10,2,23,320,2.15625,1,2,3,14.545454545454545,0.1680434782608696,0.431,0.33099999999999996,8600
01d723f0-84af-87ae-9db8-c04198a73680,15,6,6,2,15,196,2.295918367346939,1,2,5,14.0,0.20413333333333336,0.5,0.4,10100
01da2fc7-4581-5a0b-d615-70b9d8369e95,7,3,3,0,7,106,1.9811320754716981,1,1,10,17.666666666666668,0.13942857142857143,0.235,0.13499999999999998,7000
01ddb593-a015-d91f-6db0-a47689ac6c71,8,5,2,0,8,75,3.2,1,4,1,10.714285714285714,0.322625,0.748,0.648,4100
01e19cc8-f074-99a2-05f3-93a3ce407fc5,14,6,6,1,14,192,2.1875,1,2,4,14.76923076923077,0.1283571428571429,0.265,0.165,3100
01e303d5-2ee0-543c-c0a2-ace04898fb2b,23,10,10,2,23,318,2.1698113207547167,1,2,4,14.454545454545455,0.1317391304347826,0.261,0.161,10000
01e9b282-6b5e-60b9-5f06-90a8c8c7242e,24,13,9,1,24,293,2.4573378839590445,1,4,2,12.73913043478261,0.21904166666666666,0.898,0.798,9000
01f4d124-50f2-8b5d-ad97-f0478e2e7c40,8,3,3,1,8,111,2.1621621621621623,1,2,1,15.857142857142858,0.132125,0.225,0.125,3700
01fff3f0-0df2-3da8-ad8f-10a6c55e6332,6,2,2,1,6,78,2.307692307692308,1,2,4,15.6,0.26650000000000007,0.4,0.30000000000000004,4700
020a5f16-26c2-95e0-517c-e683fce82fb7,39,16,16,6,39,498,2.3493975903614457,1,2,2,13.105263157894736,0.11982051282051277,0.25,0.15,18200
02149b1a-eecd-ac50-6449-880f089bda31,30,13,13,3,30,409,2.2004889975550124,1,2,1,14.10344827586207,0.12973333333333337,0.356,0.256,4700
022c8ea7-afd3-eb9a-3fbf-70ac1dfc6f38,7,3,3,0,7,110,1.909090909090909,1,1,11,18.333333333333332,0.19057142857142864,0.343,0.24300000000000002,3600
02313522-561d-a4e7-637e-8b1c8eb2f8ef,23,11,11,0,23,346,1.9942196531791905,1,1,10,15.727272727272727,0.1804782608695652,0.413,0.31299999999999994,2200
023af9c1-7e85-8f56-7e38-a248a17b59dc,23,10,10,2,23,312,2.2115384615384617,1,2,3,14.181818181818182,0.1689130434782609,0.467,0.367,10900
023f7538-2a19-0b67-25ac-1c268b038371,11,5,5,0,11,165,2.0,1,1,9,16.5,0.22000000000000003,0.412,0.31199999999999994,7100
024716be-2580-ee81-360d-10731b5bbfb9,23,11,9,2,23,290,2.3793103448275863,1,3,1,13.181818181818182,0.1985652173913043,0.808,0.7080000000000001,10900
0248ffa5-901e-1e23-a8a4-521d35f6e9ca,30,14,10,5,28,322,2.795031055900621,2,5,0,11.10344827586207,0.24186666666666665,0.628,0.528,11000
024a2f09-c31a-168b-f59a-e44698829089,21,9,9,0,21,313,2.0127795527156547,1,2,6,15.65,0.2504285714285714,0.882,0.762,1900
024f81a9-a8fe-937f-c06a-0e75e421d402,23,12,8,2,22,257,2.6848249027237356,2,5,0,11.681818181818182,0.23269565217391305,0.835,0.735,8000
024f985d-e95e-aebf-4e09-5f8a45d853b1,32,13,13,3,32,414,2.318840579710145,1,2,3,13.35483870967742,0.19503125,0.755,0.635,7500
025608c0-93e2-b3d1-d7e9-200be3b78e75,7,3,3,0,7,102,2.058823529411765,1,1,9,17.0,0.3404285714285714,0.5,0.4,7000
02712c62-1f38-ac52-f445-dc020ebe2b02,24,10,10,3,24,316,2.278481012658228,1,2,1,13.73913043478261,0.117,0.206,0.10599999999999998,3400
027e8a52-5289-1d7b-f9fb-7fdc46c9f3e1,16,6,6,0,16,230,2.0869565217391304,1,1,8,15.333333333333334,0.2449375,0.845,0.725,7400
0283b679-ab3d-b3e1-bf71-a081cd1413e1,1,0,0,0,1,1,30.0,1,1,1,1.0,0.255,0.255,0.0,2100
02859015-cd6d-d63f-7b7c-4357d650ae88,11,6,4,0,11,135,2.4444444444444446,1,3,2,13.5,0.36363636363636365,0.953,0.853,600
0289a9bb-41b3-1bc9-6db9-4208b6001397,33,15,15,2,33,464,2.1336206896551726,1,2,4,14.5,0.12436363636363634,0.259,0.159,6500
0289c390-e413-8354-321f-1ddfdadbc409,19,8,8,2,19,259,2.200772200772201,1,2,5,14.38888888888889,0.13547368421052633,0.313,0.213,8000
028feb2b-3969-0e7f-9a77-37243ff82007,24,11,11,1,24,353,2.039660056657224,1,2,2,15.347826086956522,0.1461666666666667,0.436,0.33599999999999997,3700
028fffd2-1cce-e937-33f5-f790998f6cdf,39,17,17,4,39,528,2.215909090909091,1,2,2,13.894736842105264,0.13825641025641022,0.4,0.30000000000000004,11200
02904b4b-9adc-7f1b-28de-3c3c72d82a21,4,0,0,0,4,43,2.7906976744186047,1,1,7,14.333333333333334,0.6742499999999999,0.94,0.6609999999999999,5100
0296b10e-d552-9239-ef92-144a3c388178,28,13,13,1,28,411,2.0437956204379564,1,2,3,15.222222222222221,0.12585714285714286,0.289,0.18899999999999997,5200
02a2fef7-d93d-bf41-1b2d-7112c2fb71ef,27,13,13,0,27,408,1.9852941176470589,1,1,8,15.692307692307692,0.11959259259259261,0.255,0.155,7800
02a89130-3512-a443-8614-c654cb869b9a,32,13,13,5,32,412,2.3300970873786406,1,2,2,13.290322580645162,0.1209375,0.298,0.19799999999999998,13200
02cbf6fd-0dcc-9368-e8df-5683eeac6b44,11,7,3,0,11,102,3.235294117647059,1,3,1,10.2,0.4215454545454545,0.949,0.7989999999999999,500
02cfc371-b958-4ad7-6a96-d4d8d63ac0a6,9,4,4,0,9,136,1.9852941176470589,1,2,6,17.0,0.11811111111111111,0.196,0.096,6600
02dca67f-db66-f974-cd9b-fe2833c03af8,17,8,7,1,17,233,2.1888412017167385,1,2,3,14.5625,0.13105882352941178,0.465,0.365,5500
02eb9b0c-1072-531b-755f-4d0d4f9e7267,29,13,13,2,29,404,2.153465346534653,1,2,4,14.428571428571429,0.13451724137931037,0.316,0.216,12500
02ff3c0d-87b6-95c4-702c-be8aa97b27df,1,0,0,0,1,1,30.0,1,1,1,1.0,0.316,0.316,0.0,1700
030454b7-10f9-5012-aa5b-7696919ec057,27,13,12,1,27,381,2.1259842519685037,1,2,3,14.653846153846153,0.150962962962963,0.913,0.8130000000000001,9500
03110484-4945-fadb-5776-5cb955bc8249,10,4,4,1,10,138,2.1739130434782608,1,2,6,15.333333333333334,0.162,0.274,0.17400000000000002,10100
03117ee7-b628-a9ad-d118-043906e7c102,11,6,4,0,11,137,2.408759124087591,1,2,3,13.7,0.26663636363636367,0.979,0.879,2800
03266bf2-b540-c849-4dd9-25e119c95ae2,34,15,15,3,34,473,2.156448202959831,1,2,2,14.333333333333334,0.12732352941176467,0.282,0.18199999999999997,10100
0332d2c7-d475-2863-1e82-a044413605e6,9,2,2,0,9,84,3.214285714285714,1,3,1,10.5,0.36166666666666664,0.849,0.729,7700
0336d30e-760a-4f74-8942-69e58a630fa3,19,10,7,1,19,228,2.5,1,3,1,12.666666666666666,0.24021052631578943,0.835,0.735,7900
0337b199-8cdc-e3e6-5f0b-b6f87338a171,8,3,3,1,8,103,2.3300970873786406,1,2,5,14.714285714285714,0.14425,0.254,0.154,6600
033cb1d2-b377-7601-9024-6cf60d918397,1,0,0,0,1,1,30.0,1,1,1,1.0,0.191,0.191,0.0,4300
034c5795-8a39-9be4-b141-a2f73fcff8e1,5,2,2,0,5,72,2.0833333333333335,1,2,6,18.0,0.1992,0.36,0.26,6000
034ee1d7-134b-1490-ce5a-0581e2daab60,3,1,1,0,3,42,2.142857142857143,1,2,6,21.0,0.147,0.235,0.13499999999999998,3700
035525dd-33c2-0d8b-14b7-9f3aa6330a1e,9,4,4,0,9,142,1.9014084507042253,1,1,12,17.75,0.13533333333333333,0.281,0.18100000000000002,6500
035d5385-106a-f6c0-3ee0-233fbd0d7a73,39,18,18,2,39,560,2.0892857142857144,1,2,2,14.736842105263158,0.1524615384615384,0.483,0.383,9500
0363682d-dc4f-3658-4de4-5a16ca3c7584,40,21,17,1,39,523,2.294455066921606,2,5,0,13.41025641025641,0.1944,0.962,0.862,6000
036b9bf2-6176-19ce-ddf2-c527a1b6287f,30,14,14,1,30,438,2.054794520547945,1,2,5,15.10344827586207,0.11613333333333335,0.219,0.119,5600
037148f9-1bff-3c34-d748-69a62f8afee1,6,2,2,1,6,74,2.4324324324324325,1,2,1,14.8,0.16066666666666665,0.323,0.223,7300
03762eb2-7e0a-df84-e68f-80a6a6e5382e,7,3,3,0,7,110,1.909090909090909,1,1,8,18.333333333333332,0.17828571428571433,0.351,0.251,1500
0384a81c-e65f-7724-c47d-05d72748fd15,3,1,1,0,3,46,1.9565217391304348,1,1,11,23.0,0.303,0.395,0.20600000000000002,3000
03863fa2-7486-532b-0ef3-920647a236ac,23,10,9,3,23,284,2.4295774647887325,1,2,1,12.909090909090908,0.13717391304347826,0.66,0.56,11100
03a14132-79e9-9db9-5040-633045a90d23,21,10,10,0,21,315,2.0,1,1,8,15.75,0.1263809523809524,0.328,0.228,7900
03a2b207-bcf3-7359-cb27-46c9ebc52e1b,31,13,13,4,31,410,2.268292682926829,1,2,3,13.666666666666666,0.1726129032258064,0.467,0.367,9500
03a4faf3-a4b7-cc71-43e4-056ec328b1ab,41,18,18,4,41,561,2.1925133689839575,1,2,1,14.025,0.1288292682926829,0.331,0.231,10600
03ae487b-dd56-9b5c-fa6a-8c77ac8cda7a,29,14,14,0,29,440,1.977272727272727,1,2,5,15.714285714285714,0.1110689655172414,0.168,0.068,7100
03c26a64-0fdb-3b14-d57c-57d5c1779068,7,3,3,0,7,104,2.019230769230769,1,1,10,17.333333333333332,0.14657142857142857,0.245,0.145,1700
03c8edf7-f9b6-2d7f-9782-68d653bfe796,3,1,1,0,3,46,1.9565217391304348,1,1,11,23.0,0.15533333333333332,0.266,0.166,1100
03cec3a8-bf2a-cc05-bfac-3173082609c4,20,8,8,3,20,256,2.34375,1,2,1,13.473684210526315,0.1953,0.5,0.4,8300
03dd9d3a-7496-0ba4-571a-eaf69cf6435d,14,6,6,1,14,192,2.1875,1,2,3,14.76923076923077,0.13378571428571434,0.275,0.17500000000000002,7900
03df7aa7-18f7-0442-f116-c46266e8e003,40,18,17,4,40,526,2.2813688212927756,1,2,1,13.487179487179487,0.13485,0.46,0.36,10800
03e1736b-37e7-44e0-1999-0109617a7772,20,9,9,1,20,291,2.061855670103093,1,2,5,15.31578947368421,0.15020000000000003,0.323,0.223,9700
03e2e68c-647d-5c84-34f2-3196e2e57cac,32,14,14,3,32,441,2.17687074829932,1,2,3,14.225806451612904,0.1546875,0.402,0.30200000000000005,5500
03f1e56a-21e2-04f8-8b74-81465cfa68e4,43,21,17,4,42,530,2.433962264150943,2,5,0,12.619047619047619,0.176906976744186,0.899,0.799,9600
03fe481b-1d1b-89e1-1029-95e2ce691043,8,3,3,1,8,106,2.2641509433962264,1,2,5,15.142857142857142,0.37050000000000005,0.5,0.253,3800
03feeffe-29bb-69e5-f16b-8ec9e646e51d,16,8,7,0,16,224,2.142857142857143,1,1,7,14.933333333333334,0.17481249999999998,0.563,0.46299999999999997,1600
0402de6d-1c5b-0294-2239-c71a77f50d67,30,13,13,3,30,402,2.2388059701492535,1,2,1,13.862068965517242,0.17679999999999996,0.5,0.4,12900
041e7683-2ed6-6752-9269-040d76ab6372,22,9,9,3,22,284,2.323943661971831,1,2,1,13.523809523809524,0.10745454545454548,0.201,0.101,12500
0420c81f-8cb7-7202-6f2e-8cfcf8bcf9a8,24,10,10,3,24,312,2.307692307692308,1,2,4,13.565217391304348,0.1724583333333333,0.5,0.4,6900
042db5f2-086b-2644-ee2b-417f5b8aa341,34,14,14,5,34,433,2.355658198614319,1,2,1,13.121212121212121,0.142,0.396,0.29600000000000004,11300
042dd5fc-37ff-6cf5-1c3f-29b6eefe9ab6,9,2,2,0,9,79,3.4177215189873418,1,3,1,9.875,0.4236666666666667,0.97,0.85,3100
04301191-3fa7-9e1f-4a44-38d24a568b1c,41,18,18,4,41,557,2.208258527827648,1,2,1,13.925,0.13509756097560974,0.341,0.24100000000000002,8600
0448f63c-b699-489b-4597-42c4e064bd8e,6,3,2,0,6,74,2.4324324324324325,1,2,5,14.8,0.1971666666666667,0.664,0.5640000000000001,4600
044cc511-5086-8b84-686b-b939d0d3fa10,17,8,8,0,17,257,1.9844357976653697,1,2,6,16.0625,0.11282352941176471,0.168,0.068,6700
0456a6d6-7dde-83a3-d2ef-c8072dd8e3a0,31,13,13,4,31,404,2.301980198019802,1,2,2,13.466666666666667,0.16551612903225799,0.5,0.4,12800
0458aabe-fb0b-77f2-7ec9-ca4ab551a3d0,1,0,0,0,1,1,30.0,1,1,1,1.0,0.495,0.495,0.0,7600
045d39cb-923b-2138-dd2a-b96c616183af,12,5,5,1,12,172,2.0930232558139537,1,2,6,15.636363636363637,0.29849999999999993,0.5,0.4,9400
046104d0-0eb0-841e-3d98-4f2af658e8d2,36,15,15,5,36,463,2.3326133909287257,1,2,2,13.228571428571428,0.12977777777777774,0.27,0.17,10300
0465090b-11a8-f0ab-f688-6911638d36bd,1,0,0,0,1,1,30.0,1,1,1,1.0,0.389,0.389,0.0,7000
0468fa21-807e-1e59-e335-23cc0ef07ef0,11,5,4,1,11,137,2.408759124087591,1,2,3,13.7,0.17518181818181822,0.703,0.603,7900
047154c4-144c-ea79-5cc8-28b395eddad3,32,15,15,1,32,473,2.029598308668076,1,2,5,15.258064516129032,0.1145625,0.245,0.145,4500
047302fd-2acf-879b-ade5-8c682a963bbf,5,2,2,0,5,82,1.8292682926829267,1,1,15,20.5,0.3356,0.396,0.10600000000000004,2100
0473d8b5-ccb2-747a-6d2a-74fca919c298,29,13,13,0,29,422,2.061611374407583,1,2,3,15.071428571428571,0.17379310344827587,0.615,0.495,5800
047af2a0-fba5-2e89-b3a3-a30e389741f7,22,9,9,3,22,290,2.2758620689655173,1,2,2,13.80952380952381,0.1478636363636364,0.334,0.234,8700
047d8bc4-41ec-8478-79ca-edae10b4c5a7,30,14,12,3,29,374,2.406417112299465,2,3,0,12.89655172413793,0.17736666666666662,0.963,0.863,11900
0484ddc3-306c-0a8e-ef6f-ae0590fec74f,34,15,13,5,33,411,2.4817518248175183,2,3,0,12.454545454545455,0.18658823529411764,0.872,0.772,12700
048ad135-55b4-daf4-5c76-b4d814dd6bb4,19,8,8,2,19,257,2.217898832684825,1,2,5,14.277777777777779,0.2093684210526316,0.395,0.29500000000000004,7300
0498b109-f4da-e47e-23f1-341ab7a94b58,17,7,7,2,17,231,2.207792207792208,1,2,2,14.4375,0.14558823529411766,0.285,0.18499999999999997,9700
04a1ad79-ecd3-ef82-d5a1-c555233d8a06,23,10,10,2,23,317,2.1766561514195586,1,2,3,14.409090909090908,0.15795652173913047,0.49,0.39,11400
04a9d926-5eed-2f5b-8b00-9a0a4fd25270,15,7,5,2,13,170,2.647058823529412,2,4,0,12.142857142857142,0.2020666666666667,0.681,0.5810000000000001,9700
04af4553-a322-08ca-4fb8-c3f6df97d48a,16,8,6,1,16,196,2.4489795918367343,1,3,1,13.066666666666666,0.20018750000000002,0.954,0.854,7800
04b06534-b21a-c8b7-7bb6-6e0afb467319,20,9,9,1,20,293,2.0477815699658706,1,2,6,15.421052631578947,0.12390000000000001,0.207,0.10699999999999998,6100
04b3507b-de0f-ba69-8713-e9ec520eceaa,14,7,6,0,14,197,2.1319796954314723,1,2,6,15.153846153846153,0.14892857142857147,0.628,0.528,2600
04b3c213-fe47-f926-36dd-b25a239e4701,5,2,2,0,5,78,1.923076923076923,1,1,12,19.5,0.1508,0.276,0.17600000000000002,7500
04c3b5ae-75b2-d3da-01db-fec77179302f,7,4,2,0,7,73,2.8767123287671232,1,2,1,12.166666666666666,0.3504285714285715,0.762,0.662,5800
04cc921d-f235-b5b3-6380-a8e6a656a27f,7,3,3,0,7,111,1.8918918918918917,1,1,11,18.5,0.1524285714285714,0.217,0.11699999999999999,6300
04e910ed-02c3-55d9-f687-d6d279ccb15a,27,12,12,2,27,378,2.142857142857143,1,2,2,14.538461538461538,0.11433333333333336,0.236,0.13599999999999998,6800
04f21db4-2838-9302-99c8-fea124a6fa43,10,6,2,1,8,82,3.6585365853658534,2,6,0,9.11111111111111,0.3657,0.959,0.859,6800
04f87e55-997f-b07e-69ae-f02a736ef9ac,12,4,4,3,12,138,2.608695652173913,1,2,3,12.545454545454545,0.13833333333333336,0.261,0.161,14100
050d2ea0-c89a-ece5-18bf-4cd14c01924e,9,5,3,0,9,108,2.5,1,3,1,13.5,0.4032222222222222,0.736,0.636,6100
05188ee1-51b6-7b5f-dd95-5e9ba63dc8b1,10,2,2,1,9,83,3.6144578313253013,2,3,0,9.222222222222221,0.38180000000000003,0.769,0.649,4800
05201439-4787-28ac-4826-5b01109dc419,8,3,3,1,8,104,2.307692307692308,1,2,3,14.857142857142858,0.13224999999999998,0.246,0.146,4400
0524e9c0-d1eb-a8da-eddb-a0cf2c481aa0,30,14,14,1,30,438,2.054794520547945,1,2,5,15.10344827586207,0.1269,0.348,0.24799999999999997,7100
0525a609-7d2e-2962-b986-dcfcaf4334f0,10,5,3,1,10,107,2.803738317757009,1,3,1,11.88888888888889,0.3073,0.846,0.746,8100
0527d32a-cd32-c22b-5bb8-94b40fdaf490,36,16,16,3,36,499,2.164328657314629,1,2,3,14.257142857142858,0.13736111111111107,0.406,0.30600000000000005,10400
0529bdcd-e52a-96b9-b74b-f375f030fb4a,10,4,4,1,10,139,2.158273381294964,1,2,1,15.444444444444445,0.15570000000000003,0.448,0.348,10700
052e724b-193b-82c1-4197-27dde4e5303a,34,15,15,3,34,467,2.1841541755888647,1,2,3,14.151515151515152,0.11032352941176471,0.203,0.10300000000000001,7300
052f4059-2fcd-e0c3-28d6-c4f298d1bbae,27,13,13,0,27,407,1.9901719901719899,1,2,6,15.653846153846153,0.12196296296296298,0.249,0.149,6300
052ff89c-0377-4852-8c9f-1dff25aacc55,16,8,6,1,16,194,2.4742268041237114,1,3,1,12.933333333333334,0.170875,0.614,0.514,8300
0539e714-2a31-aef9-5940-4cb5d171a754,11,7,3,0,10,104,3.173076923076923,2,5,0,10.4,0.4639999999999999,0.941,0.841,1400
