customer_id,phone_shared_count,email_shared_count,address_shared_count,device_shared_count,network_degree,shared_attribute_count
079e3a31-1f0f-53f2-b061-014a9a6d7d40,0,0,3,0,3,3
07a43843-ae9c-5639-bbed-fe05e15f85c7,0,0,1,0,1,1
07b13667-57c0-0e8b-bb48-fcddda440f04,0,1,0,0,1,1
07bb4a64-95f1-71e2-278d-4d07fc341886,0,0,1,0,1,1
07cd2438-4046-cd39-fc28-60298815969d,2,0,2,2,2,6
07f1f1d9-3d5a-766c-f810-3982d12f5d7b,1,0,0,0,1,1
07fc6a57-1f36-b524-44f5-18d48b395420,2,0,2,0,2,4
0842ab3b-e689-b3f2-5fdc-899f7b4f20af,1,0,0,0,1,1
0845a29d-a4b1-a0b8-3fc7-3d1e15e2f984,0,0,3,0,3,3
0861c8b2-3427-7aeb-885a-7f1262f20430,1,0,0,0,1,1
08641591-4e42-af2b-82b6-44db9453acee,0,0,1,0,1,1
08724213-0a71-7bef-f367-477fc9626327,0,0,2,0,2,2
08a31d59-3172-ca9b-7439-2d62cff066b0,0,0,3,0,3,3
08d88a81-bbdd-889a-2bbf-37b03b3f3b67,0,0,2,0,2,2
09012d96-189b-4f6e-3827-c0a314c391b2,2,0,2,0,2,4
0919a039-fbf6-e51f-368c-75e6333580fd,2,0,2,0,2,4
0927374b-a9d8-7332-24ac-cd2649f14695,0,0,2,0,2,2
097a394f-b375-df1c-e683-c67b1861392d,6,4,0,0,6,10
098b605a-76f1-c851-f2be-94e829a37d88,1,0,1,1,1,3
0993df92-d62b-b02d-4f93-2eebecbe914b,0,0,2,0,2,2
099d4d81-224e-f014-99da-74be2d0c1694,1,0,1,0,1,2
09cc494d-19d2-7ae6-d39b-25a5ecb1484b,1,0,0,0,1,1
09cf7e00-c33e-880d-d48d-1fc6ffd01a15,1,0,0,0,1,1
09f8a2cf-900a-749f-a71a-aa0b1a705e44,0,0,2,0,2,2
0a0c3bea-89dc-aba2-a6e5-1cdbea99b599,0,0,2,0,2,2
0a350319-9bf2-315c-8439-b5feb848a75e,0,1,0,0,1,1
0a5ef6f1-da3d-a05a-b8f8-05306890fb60,3,0,3,0,3,6
0a621342-bb45-2c7e-be54-d86a2c61a3dd,3,0,3,0,3,6
0a683039-c126-5e16-381d-9210805b181c,0,4,0,0,4,4
0a6ea532-79d4-7699-fdf9-fd08575dbac9,0,0,2,0,2,2
0a892e9d-027e-f0b9-d2c6-f98efa122d42,0,0,3,0,3,3
0a960793-3968-5bfd-44ee-0e106bdb0d8e,1,0,1,0,1,2
0a977f6a-754f-02f1-a888-98618e81ec4d,1,0,0,0,1,1
0a97a9d4-ca5a-4248-7dcb-12f5a2a4b7ab,0,0,1,0,1,1
0aa039ad-920e-7fd0-5e1f-db4a05892251,3,0,3,0,3,6
0ac990ef-eb4c-98a0-7dd4-3b9861611e09,1,0,0,0,1,1
0acb18c8-0349-13f9-6196-f831990a9402,1,0,0,0,1,1
0ae1e128-a94b-3aa2-9e8c-d5f667d6f09f,2,0,2,0,2,4
0ae98044-9472-aa6c-f1e7-7a271f5c3d5d,3,0,3,0,3,6
0af660ef-0a1a-daa7-c7a9-1679772f60fa,0,0,3,0,3,3
0b0f6f48-fed6-bd9d-f764-65d5727a93b4,1,0,0,0,1,1
0b1bd31b-3730-e58b-4d03-17fd5fb85b76,1,0,1,0,1,2
0b236d14-4710-0915-006f-3288c2bdd9c4,6,0,5,5,7,16
0b366567-129e-198a-3fca-44667477c36b,2,1,0,0,2,3
0b43cb57-af84-51fc-5a91-4fa808297883,1,0,0,0,1,1
0b4d5f54-30e0-1419-f9a0-ccf7c416420e,2,0,2,2,2,6
0b609b76-0f55-01cb-28cd-1193214464c5,0,0,3,0,3,3
0b68629c-c2cb-f4d0-edfc-d772d75f1b15,0,0,3,0,3,3
0b729098-e30d-0e3b-ef3f-de12f45ce63b,0,0,2,0,2,2
0b86a8cc-7bad-6341-2543-0958194a528e,3,0,3,3,3,9
0bb7b919-3b48-c075-5710-3ba50e95f731,1,0,1,0,1,2
0bd0c153-1e07-439e-d000-6b994a0fff9b,0,0,3,3,3,6
0c369109-3302-a775-5ff5-825c54c31d8c,1,0,0,0,1,1
0c686e6f-feaa-db9f-419a-a4472f5c1230,2,0,2,0,2,4
0c8f9800-fb21-ca85-1dc4-4f6e2e942171,3,5,0,0,5,8
0cc06381-29eb-c272-095f-b3d363e0779a,0,4,0,0,4,4
0cff48dc-5ccf-9585-b970-d24045d9af7b,0,0,3,0,3,3
0d1acc63-9831-6df6-1c9b-d38060a8b20a,1,0,0,0,1,1
0d1e4305-355c-eff8-1850-e6b4bee79622,3,0,3,0,3,6
0d5bbcde-7467-1009-296d-5c9e544b1bc2,0,0,2,0,2,2
0d5d3313-0e9b-5dda-5a37-e2539dbfd864,3,0,3,0,3,6
0d6c8d61-9513-ff40-6fcb-ef0f532f1790,6,0,5,0,7,11
0d6cfcee-730f-d87a-5fcf-0b78a11f8edf,1,0,0,0,1,1
0d98da43-c298-eb63-4d23-dced6139e010,0,0,3,0,3,3
0d9c6aa6-f8a3-7c22-8dc8-b2fe4c761333,0,0,3,0,3,3
0da85025-1b34-07ec-860a-3ac2e17a6d3e,3,0,5,0,8,8
0ddef83c-0444-377b-e8b3-900b1dd90993,5,0,6,5,8,16
0e05cb15-c567-e9fd-c65b-c2fb3cb9709a,1,0,0,0,1,1
0e315d06-5a3f-3ed7-9d17-1c1b18ac2bb9,2,0,2,0,2,4
0e396fbb-5805-2010-89f6-e39808bc6ea6,1,0,0,0,1,1
0e3eae93-d2d3-c6ca-ce66-4c94139b9628,0,0,3,0,3,3
0e4b71b9-cbad-a64b-23c0-758fc75c4ea6,0,4,4,0,5,8
0e595bf0-70bc-b7ca-60a4-f40c73154978,0,0,2,0,2,2
0e5bb522-7f1d-11a3-e252-1a57b3328c74,0,0,2,1,3,3
0e774720-512c-296b-c2d1-5a7dc3311fa2,0,1,0,0,1,1
0e8dd730-0d16-22a7-0d53-5ab6cf7ab0a7,2,2,0,2,2,6
0ea38b9b-6ce3-4c05-bfc0-2e2e5e7496ed,0,5,0,0,5,5
0eabeafd-8583-2878-fa39-c2b661200cfa,0,0,4,0,4,4
0ecebfe3-578e-39e2-72e1-ae9a1530a5fd,1,0,1,0,1,2
0ee8e15b-2343-146c-fb07-631a9aaab424,1,0,0,0,1,1
0eea9ea7-70d3-4e92-f8c1-d68dbf28b6e8,3,0,3,0,3,6
0eebfce9-ccf7-379a-ef96-a24cac147a54,0,0,3,0,3,3
0f192881-2a97-871b-5a1e-03d21efc91ee,2,0,2,0,2,4
0f2ef947-3225-64d5-933e-ed229804e4e8,1,0,0,0,1,1
0f330c8a-a741-5597-cd61-e323776a2a36,0,0,1,1,1,2
0f3930db-fde9-57e6-744a-3c8002a7eb51,1,0,1,0,1,2
0f39c3ca-74ae-06ba-77a1-5912c88ce6d1,0,0,1,0,1,1
0f4f4a25-2b67-7dcf-9949-e8a275296184,0,0,3,3,3,6
0f6b90a8-6d22-341c-be6c-f15a2626b223,1,0,1,0,1,2
0f7f0c80-e24b-485d-439f-e6216790d8af,0,0,2,0,2,2
0f96058c-2e9a-16c3-2c03-e775dd0cd38b,1,0,0,0,1,1
0fac9515-fc05-24d9-066d-7c54e01ee5e7,0,0,2,0,2,2
0fce1b87-5c53-236e-c731-fb354acb1ca4,2,0,2,2,2,6
0fd94655-d364-3ff6-839b-86adfe197283,0,0,3,3,3,6
0fe44619-8786-fe70-6d26-ee9c5a2a2dd3,0,0,3,0,3,3
0ff15d10-5437-ba82-02c9-7fcae68904eb,0,0,2,0,2,2
102946fb-2587-a5a6-29c3-a6978fffb6c9,0,4,4,0,5,8
104df0d1-d93e-8a4b-4673-7837a1995918,1,0,0,0,1,1
1078a85c-76de-bc30-dfad-59d000f623f9,0,0,3,3,3,6
1079d9d7-8978-0f3f-aa29-4e1e659d8ea8,0,0,1,0,1,1
10af4507-0a12-7703-a91f-94bc01cbc7b6,1,2,0,4,5,7
11055cf2-428d-9027-00a4-ffd5d432baed,0,0,1,0,1,1
11362a01-07e6-afbe-a589-10f589a16c9b,3,0,3,0,3,6
114dfc3d-0006-34c3-83a5-4cd108757e0a,2,0,2,2,2,6
11683a10-178c-17bb-a51e-44904910d0b2,1,0,1,0,1,2
117f4596-e9e3-0a42-4d03-e01c0603557c,2,0,2,2,2,6
118c96ad-9104-cc58-3f54-fe16c2ebad5a,2,0,2,0,2,4
119265bd-17ed-eb14-34e8-6494a7151d87,0,0,2,0,2,2
11984211-3e9d-5b68-5108-7b72409f0404,0,0,3,0,3,3
11af69e4-4fda-8439-95a6-4c051421cfcb,0,0,0,2,2,2
11c893cf-0654-d94e-4c91-ced3bedef5f6,1,0,0,0,1,1
11d4f338-0df7-6c66-c059-770b66a07f17,0,0,2,0,2,2
11df74b3-8bf5-04f6-a3d5-ace508f6d37d,2,0,2,0,2,4
1219a028-5b1c-019b-5d18-4e61379cb109,0,0,1,1,1,2
1220b211-2748-0b61-0331-eb0a519c22df,1,0,0,0,1,1
1223bcc6-06a0-95c3-f2ba-6e934ab5426a,0,2,1,2,2,5
122fad53-1bf8-3186-0db6-5b890a5c3de0,0,0,3,0,3,3
1235125a-6bea-1004-793a-e1017699c4c5,2,0,2,0,2,4
1262fa51-bc68-8dd2-3a1e-2d1b433947da,0,0,2,0,2,2
127b85ff-2848-79ba-84b9-be4ed8d284c3,1,0,0,0,1,1
12af4bb9-f465-65c0-02cf-d1acc25f01bf,3,0,3,3,3,9
12c6972e-d44c-1973-76ec-b07625e11155,0,0,3,0,3,3
12f2fc77-7091-b078-eb36-427b92b4953d,3,0,3,0,3,6
1303899f-4e40-205e-39d2-0bed1b763dc7,0,0,1,0,1,1
1316a4b5-ca83-35c4-e481-6df4672aed12,2,0,2,0,2,4
132f32ad-6ace-20c4-b91e-1554932aa436,0,2,0,0,2,2
1339cd3a-b0d4-4158-076f-6c3d1439c39f,0,0,2,0,2,2
13590fd3-3676-db19-5e7c-7a4f7f6bcd93,0,0,2,0,2,2
137d85c4-620b-5f28-d5e3-bf02fec6df8e,1,0,0,0,1,1
1399f157-774b-b2d9-ab37-23f66d68b6d6,0,0,3,3,3,6
13b9e5cf-7e07-6c2f-85a9-859568de963a,1,0,1,0,1,2
13ba86b2-14da-44f1-0ac6-b87335f65f39,0,0,1,0,1,1
13bc2bee-b6a6-d52b-ec2b-41bb79aec921,0,0,3,0,3,3
13d0b8a9-e73b-56a6-b375-4fca4c4eb57b,0,0,3,0,3,3
13d3da44-b467-69e7-660b-c20b491d917b,2,0,2,0,2,4
13dcffa5-a5c4-8509-a30a-931b8821dbca,3,0,3,0,3,6
1407ad41-6986-66c2-7a94-d909e793612f,0,0,3,0,3,3
1409b9f1-2a2f-1d27-7918-3e74107c9307,2,2,0,2,2,6
140a19b2-d9dd-ad0d-6d20-c9029b449857,3,0,3,0,3,6
14244f87-0265-1f1d-a8fa-3f187eef8344,0,0,2,0,2,2
14276f25-7a62-8da9-c21d-f82854bb7412,0,4,4,3,5,11
142898f0-24d1-ba16-72c4-67b77a085b8d,2,0,2,0,2,4
14455429-8a76-4aa3-e7b3-ceee01261b8f,3,0,3,0,3,6
14577009-647f-3640-4971-ec458c4d62f6,1,0,0,0,1,1
146c3e68-0af4-2d14-109b-e616a0daf3eb,0,1,1,0,1,2
14783862-a62c-2bcb-92d1-d8bc6d7730ff,3,0,4,0,4,7
147a8058-8a29-2773-7bb5-7e4114adf596,3,0,0,0,3,3
14880e55-8e20-edc6-0479-113a3f433e13,2,0,4,4,4,10
14921704-c7f0-f7dd-2bc3-47370ceade83,0,0,1,0,1,1
14b5b9b9-1668-353c-a8dd-ac4eb02817c0,1,0,0,0,1,1
14d24829-2d9c-f88e-666c-65ce5c4d986f,1,0,0,0,1,1
14dbca34-a232-9838-c31b-99f66648ab51,3,0,3,0,3,6
14fc82c2-2b78-843b-48b8-a316e248da18,0,3,0,3,5,6
14fcb394-aee8-7109-9dc8-32123d05e4ad,0,0,3,0,3,3
150ec50c-766e-aea4-edae-3e0ca6398e82,0,0,3,0,3,3
1518208a-2d56-5bdc-2338-8f2b0b543d46,0,0,3,0,3,3
1526a75c-2659-a397-771d-767cccc97ff6,0,0,3,3,3,6
153d663c-f0b5-f388-f088-75a187afe7ac,0,0,3,3,3,6
15407c72-601f-a47a-9e2d-fca3c261f540,1,0,0,0,1,1
154770c8-d7d9-3811-71bd-d480aec879ca,0,2,0,0,2,2
15598054-be59-f41a-3d3f-927c078a69ef,0,0,4,3,4,7
15672b53-ff92-e90b-c79a-760d97a1ab24,0,0,3,0,3,3
156914c4-f567-5b5f-1886-92b4848cc8a7,0,0,2,0,2,2
15726976-1562-14cc-1b36-de9410fc0c97,0,0,1,1,1,2
157ec67c-4428-ac6b-b6f6-3d1ff31bab54,0,0,0,1,1,1
158952c0-2d53-ddb9-a64f-45cf85774db2,2,0,0,0,2,2
15949e27-1ecb-9201-2431-bb89d2441278,0,0,2,0,2,2
15b6b6d7-2c35-f20a-4674-2e00746892c7,3,0,3,0,3,6
15e03d98-83ab-726c-47cc-bcee1dbde6f5,0,0,2,0,2,2
167048bc-6dba-64e1-16bb-a18bc5d017f7,0,0,0,1,1,1
16c15f1b-e45e-3e8e-c6dd-4828b0ff4e41,0,2,0,3,3,5
16c34a72-dcf4-d521-ed52-2c8fe8180772,3,0,3,0,3,6
16cc3241-9819-cedd-5ed9-b465a0030e23,0,3,0,0,3,3
16d02586-b418-a761-5aa2-89786aa32cc2,3,0,0,0,3,3
16d97f72-4c9d-ece5-accd-c678f3689390,0,2,0,0,2,2
16de19c9-d0c6-322c-f266-f4f7d9f8a04d,1,0,0,0,1,1
16e625ec-7425-aa0c-8667-a5efc67cb0ab,0,0,0,4,4,4
170cd45a-b69e-6550-a960-4481712f6671,0,0,0,1,1,1
172c4aa2-156d-0b5a-ebaf-ed6b261d85db,1,0,1,0,1,2
17413715-06a7-e1ad-c7f0-c3c0f1541432,0,0,3,0,3,3
17666866-8959-0850-dd66-274b4c97d4a7,2,0,2,0,2,4
176ecbb7-bb46-09bf-9658-ac070a4fc0f2,1,0,1,0,1,2
17a24579-1503-7787-91ee-fd6dc85b6913,1,1,0,1,2,3
17d595b5-9d89-cf6f-69f1-8ccdbcd70ae1,0,0,2,0,2,2
17e62511-355b-d883-d7e2-dd6948d120a4,0,0,1,0,1,1
17ec7fd1-727a-0198-3cf1-f78d1b2b77e1,0,0,2,2,2,4
17f33750-6b72-60df-05fc-c608908b89ac,1,0,0,0,1,1
181b9c0b-4694-2465-0a89-baa7d0222e9a,2,0,2,0,2,4
18354458-9cb2-d748-0269-74995403bad6,3,0,3,0,3,6
184bb324-c4ca-4427-8851-37a1ef38733c,0,0,2,0,2,2
186bc45b-f364-7079-e84a-8bc35d7de5d7,0,0,3,0,3,3
186d4ed6-34a1-289d-bc8d-ef12ff3f9e99,0,0,3,0,3,3
18949b15-0df2-1dfe-aa25-f729dd4e9c20,0,0,1,0,1,1
189c816b-d011-a3a2-ace1-7c20631f863e,1,0,1,0,1,2
18bd9598-5b10-97b2-6595-6ae9469fd5f6,0,0,2,0,2,2
18e1eff9-a663-3fe1-75fa-a1f36370d1b2,2,0,2,0,2,4
18e36918-7c4c-26ec-cf7e-67494591a1da,0,1,2,0,2,3
18fb2c35-058c-cadb-c43c-9def336a7cc2,1,0,0,0,1,1
19105f96-c5fd-6f10-1326-4f13b35d7bc4,0,0,3,0,3,3
192815f1-cfd9-0727-f66b-7a69e97d0024,1,0,1,0,1,2
193158a2-43fb-a73f-964e-eef133568b24,0,0,2,0,2,2
196b1323-e2c8-ddb4-376e-d14162194853,2,0,2,0,2,4
198b6f0e-70cb-0d42-e445-88ccb02bebbf,0,0,2,0,2,2
19992b51-2be8-9e0b-82ba-769db89d4220,1,0,0,0,1,1
199ce36d-445f-b99a-a678-a90d206c65fc,0,1,1,0,1,2
19aeee3f-7e56-7726-1b36-12d480c97fac,0,0,4,0,4,4
19b8098a-3927-50d6-faa5-fde71afaa876,0,0,2,0,2,2
19c61ca9-a7ce-5f57-f87e-8763e0b13170,0,2,0,0,2,2
19ed73bd-7fb1-3c91-44f0-b4e32bc8850c,0,0,3,0,3,3
1a0a0ab0-5d3c-f2e1-f56c-879cfef4d92b,1,0,0,0,1,1
1a0b1f85-c11c-2793-bdce-56fe81718e15,1,0,1,0,1,2
1a177c2d-e35e-c6fb-7248-d32877d7e76a,0,0,1,2,3,3
1a4841ac-cf3a-27ba-3fa0-c7163ecd8c0b,1,0,1,0,1,2
1a6c6d64-54e5-1c2d-9a97-4401962fb413,0,0,3,0,3,3
1aa92783-0313-ac96-0c89-b917a7904a04,1,0,1,0,1,2
1ab94d1b-93ec-cdd3-2e7c-6336a564a4ef,0,1,0,0,1,1
1ab9dfc4-a347-2b98-f81c-9b1dba3c96e8,0,0,3,0,3,3
1ac1effb-6bd7-cb16-41a9-a8c084c72de6,0,0,1,0,1,1
1ae0b358-7887-c06a-c4bb-0c7ad7913e94,2,0,2,2,2,6
1aefa38c-b441-3d18-8ae2-4c6852c5ce7c,0,0,3,0,3,3
1af08440-95d2-b093-d6d0-745b6d177ebd,0,0,1,0,1,1
1b03cb66-ee17-ece1-3997-736455cd7fdf,0,0,1,0,1,1
1b13ec27-ff4c-b2f4-4185-6f600aae2577,1,0,0,0,1,1
1b196ee1-0fa7-f6e0-c1a6-06fd0ee6805f,1,0,1,1,1,3
1b52cdbc-4819-a3ca-742d-c4b743c0a86e,0,6,0,0,6,6
1baf8771-e334-e817-d926-0056df1b7130,2,2,0,2,2,6
1bb71a85-856f-845d-2374-55b54db8cfbc,0,0,0,1,1,1
1bc4ea14-f5d4-9ac1-f9a4-2227e928d9f8,2,0,2,0,2,4
1be2d674-16d6-e331-d9ca-39649d3e341d,0,0,2,0,2,2
1be79fdc-ba9c-c602-618a-46992a760f88,3,0,3,0,3,6
1c07ba6f-8b03-76d6-7683-58a428413b81,0,0,3,0,3,3
1c092738-a5a7-2214-1524-16891ccd6975,2,0,2,0,2,4
1c62239d-b665-d579-f610-4c6c25baf49e,3,0,3,0,3,6
1c7e1a6e-68aa-3342-1ab5-37121aca4c05,0,0,2,0,2,2
1ca77d46-97cf-3d6e-c862-dcd6bf82a62c,3,0,3,0,3,6
1cc3f56d-3971-2869-1f87-ac09fce6457a,3,0,3,0,3,6
1cd1233e-f362-fdf9-00f7-b7fd4a8a1aeb,0,0,3,3,3,6
1cd69e98-c7c6-03a6-a764-5b371ee2c811,0,0,2,0,2,2
1ce792e6-ab15-165b-b05e-b08e44ebba32,0,0,2,0,2,2
1d06e705-a9ea-1290-2984-94065a0d08d8,0,0,1,0,1,1
1d0a9b90-5be4-49f4-4d3b-8d8653613d4e,0,0,3,3,3,6
1d5079b5-a017-899b-60cd-ad7a880ad277,0,0,6,5,7,11
1d54a579-25df-bccd-f576-7c22e50abedf,0,0,3,0,3,3
1d565316-b10c-f0f1-43c5-7d4085a37b6d,3,0,3,0,3,6
1d8b8e9f-359c-3eff-8052-46759ec9018b,0,0,2,0,2,2
1d96f211-e664-8a89-7010-43e1a8bf1410,1,0,0,0,1,1
1dc41c8d-82d4-15d6-7d42-10ad9767145e,0,1,0,0,1,1
1dc97233-ee0d-faff-1815-aea58563ae7a,0,0,3,0,3,3
1e1e78a8-8053-acf1-cfcb-fd24f7f78016,1,0,0,0,1,1
1e1fab7a-625e-57e2-d2b2-d2d89473eb4d,0,0,2,0,2,2
1e27df31-0931-1d8c-73d4-987868aac7d1,2,1,0,1,2,4
1e39fb3d-1988-4c06-701f-0780198a4243,0,0,0,2,2,2
1e50b45a-5fb5-5387-b339-6b06651581e1,0,0,1,0,1,1
1e5a273a-97a4-c702-eefd-6b6b66db0988,0,0,2,0,2,2
1e894b43-350c-4202-5edd-82fdd696fe1b,0,0,3,0,3,3
1e93f69a-6654-5701-dafa-9bf2a814adf5,3,0,3,0,3,6
1ed2ba3b-1ca9-3e0f-1141-4be9b1bc65cc,1,0,0,0,1,1
1eddfdb6-9a0f-8384-ffc7-41514acb3196,0,0,1,0,1,1
1f03e2d4-f073-748d-468c-54e1bad538d8,5,0,5,5,6,15
1f0ec745-84f9-57a5-0969-45cc5ad9ede1,1,0,1,0,1,2
1f21daa3-a708-e725-2533-a44f19483431,0,0,3,0,3,3
1f557280-639d-5bf5-e7be-9c137ac2d6fe,0,0,1,0,1,1
1f59d714-95a5-ffdc-b112-5a7762405dad,0,1,1,0,1,2
1f7785ad-e9b1-b1e3-fd03-f493ba5ecef4,3,0,3,0,3,6
1f7aeb96-a2cf-6afa-0349-bffdcff95d7c,0,0,3,0,3,3
1f833654-3e04-5933-0d4b-e2a49ae3c64b,0,0,2,0,2,2
1f93f4ee-d1a2-6185-90aa-dd355ad23751,0,0,2,0,2,2
1fd71e6b-662a-c616-ab57-bab64158cf6c,0,1,0,0,1,1
1fe98e6c-c7c0-4140-8e09-d4230f10f05f,1,0,1,0,1,2
